Entity,Entity Type,Count,Mapped Entity,Similarity
left frontoethmoidal recess,anatomy,16,Left frontal sinus,0.7529402724690694
anterior wall of the left maxillary sinus,anatomy,16,Left maxillary sinus,0.8202649416067155
anterior centra semiovale,anatomy,16,Right arcuate eminence,0.5608773834871819
right ventricular,anatomy,16,Atrium of right lateral ventricle,0.6903933029555565
right eac,anatomy,16,Right ear,0.7768908189064221
cranial vertex,anatomy,16,Neurocranium,0.7068314036046335
right preseptal,anatomy,16,Right pre-optic artery,0.6526833977011991
left central sulcus,anatomy,16,Left central sulcus,0.9993199167670652
right frontotemporal parietal,anatomy,16,Right parietal part of head,0.7520996003907602
medial aspect,anatomy,16,Marginal sulcus,0.6566843536981894
siphons,anatomy,16,Carotid siphon,0.5178971301585135
remaining cerebrum,anatomy,16,Cerebral hemisphere,0.779355629837934
left cerebrum,anatomy,16,Left cerebral hemisphere,0.8846133200081735
lenticular nucleus,anatomy,16,Nucleus of lens,0.8352886415599294
left-to-right midline,anatomy,16,Midline region of external nose,0.46490310439796423
left lateral scalp,anatomy,16,Left temporal zone of scalp,0.8444543687092708
gallbladder,anatomy,16,Organ cavity,0.44976386294808357
bowel,anatomy,16,Organ cluster,0.5179417077950347
meningeal surfaces,anatomy,16,White matter of posterior segment of left paracentral lobule,0.7729868549391715
left tentorium cerebelli,anatomy,16,Tentorium cerebelli,0.8298226181605697
vertebral basilar system,anatomy,16,Axial skeletal system,0.672835964052063
right occipital cortex,anatomy,16,Cortex of right occipital lobe,0.9483249780523717
medial temporal lobes,anatomy,16,Temporal lobe,0.8888204995417758
proximal basilar artery,anatomy,16,Basilar artery,0.9373731996720414
superior right temporal lobe,anatomy,16,Right temporal lobe,0.949732308770896
venous,anatomy,16,Inferior anastomotic vein,0.6914953681433506
left mid brain,anatomy,16,Left cerebral hemisphere,0.8009024096102193
inner table of the right frontal bone,anatomy,16,Right side of frontal bone,0.7749888389956475
intracranial carotid,anatomy,16,Internal carotid artery,0.8512112654026525
level of the septum pellucidum,anatomy,16,Left half of septum pellucidum,0.6967848805479885
visualized mastoids,anatomy,16,Left mastoid process,0.7538991889283381
cava septum pellucidum,anatomy,16,Left half of septum pellucidum,0.7695273425154991
left insular,anatomy,16,Left insular artery,0.684505422568444
deep white matter regions,anatomy,16,Segment of white matter of neuraxis,0.8344248620693191
deep white matter tracts,anatomy,16,Set of white matter structures of neuraxis,0.7963516872986419
anterior right middle cranial fossa,anatomy,16,Right infratemporal fossa,0.785483743688975
c7,anatomy,16,Craniocervical region,0.5565606643087498
medial left thalamus,anatomy,16,Left thalamus,0.9114164798806085
temporal tip,anatomy,16,Temporal zone of scalp,0.6512790858281716
c4,anatomy,16,Cervical branch of vertebral artery,0.5407024291141473
dermal,anatomy,16,Integumentary system,0.8400912922795497
right posterior basal ganglia,anatomy,16,Right thalamus,0.7102494812645064
both convexities,anatomy,16,Angle of mouth,0.5885639682641168
posterior mid left cerebellum,anatomy,16,Left hemisphere of cerebellum,0.8165475334258404
right cp angle,anatomy,16,Right angle of mandible,0.5637985323024749
right frontoparietal convexity,anatomy,16,Right frontomarginal gyrus,0.6611585220619187
disc space,anatomy,16,Set of anatomical spaces,0.6482330787942685
left periorbital region,anatomy,16,Left peri-orbital region of face,0.9067378670052925
medial left orbit,anatomy,16,Medial wall of left orbit,0.8853302615724373
surgical cavity,anatomy,16,Organ cavity,0.7912905904974967
anterior left maxillary sinus,anatomy,16,Left maxillary sinus,0.9318869427473978
scleral,anatomy,16,Sclera,0.9601238680360086
transverse ligament,anatomy,16,Sphenomandibular ligament,0.6815938219995529
anterior septum pellucidum,anatomy,16,Left half of septum pellucidum,0.8229487529525028
anterior aspect of the right temporal lobe,anatomy,16,Cortex of right temporal lobe,0.8485532295970812
right skull base,anatomy,16,Neurocranium,0.7471643602373457
attic,anatomy,16,Organ cavity,0.6961485857907532
extreme capsule,anatomy,16,Capsule,0.822305189699677
subjacent left cerebral hemisphere,anatomy,16,Left cerebral hemisphere,0.8324379045237948
aditus ad antrum,anatomy,16,Olfactory gland,0.4875260627964674
oval soft tissues,anatomy,16,Membrane organ,0.6464409147958231
infarct,anatomy,16,Wall of artery,0.3796352252091151
bone cortex,anatomy,16,Irregular bone,0.8225168527060691
right cerebellar tonsil,anatomy,16,Right hemisphere of cerebellum,0.7390699956387009
ordering clinician,anatomy,16,Male adult human body,0.35968370081617795
right temporal occipital,anatomy,16,Right temporal part of head,0.8421064783528123
left parietal occipital,anatomy,16,Left parieto-occipital sulcus,0.83081645642896
medial temporal lobe,anatomy,16,Temporal lobe,0.8763611959433845
left parietal occipital region,anatomy,16,Left parieto-occipital sulcus,0.8207117656060269
posterior right basal ganglia,anatomy,16,Right thalamus,0.6945389068397854
genu,anatomy,16,Irregular bone,0.48981842072038373
anterior inferior left frontal lobe,anatomy,15,Left frontal lobe,0.8784574138202378
frontoethmoidal recesses,anatomy,15,Fronto-orbital sulcus,0.6625766650672638
subcortical deep white matter,anatomy,15,White matter of neuraxis,0.8069951120697109
right partition of the sphenoid sinus,anatomy,15,Right sphenoidal sinus,0.8940555755685549
prussak's space,anatomy,15,Mucosa of malleus,0.6486170172706727
nasal turbinate,anatomy,15,Ethmoid,0.7507119376962589
left-sided scalp,anatomy,15,Scalp,0.7655853373912461
occipital calvarium,anatomy,15,Occipital bone,0.8117697916155914
cst,anatomy,15,Temporal lobe,0.37895995567450813
posterior right corona radiata,anatomy,15,Posteromedial central branch of right posterior cerebral artery,0.6154726831603307
right frontoparietal lobes,anatomy,15,Right frontomarginal gyrus,0.8431318637988611
sulcation,anatomy,15,Marginal sulcus,0.5020680755315354
posterior convexity,anatomy,15,Angle of mouth,0.6054860153646883
perimesencephalic cistern,anatomy,15,Basal cistern,0.8690036598023914
right lateral orbital wall,anatomy,15,Medial wall of right orbit,0.8718226841089796
transverse sinuses,anatomy,15,Transverse sinus,0.9698877543333788
3rd ventricles,anatomy,15,Third ventricle,0.9150671437039183
visualized portions,anatomy,15,Segment of lens,0.6478488355832092
right posterior ethmoid,anatomy,15,Right ethmoidal sinus,0.8767793705429016
bilateral caudate,anatomy,15,Wall of cerebral aqueduct,0.5151524593670764
left inferior frontal,anatomy,15,Left side of frontal bone,0.8223347205597604
left mandible,anatomy,15,Left ramus of mandible,0.8782595198597343
right half of the sphenoid sinus,anatomy,15,Right sphenoidal sinus,0.9113255386185302
anterior right frontal,anatomy,15,Right side of frontal bone,0.8391517486808078
posterior aspect of the right lateral ventricle,anatomy,15,Right lateral ventricle,0.8365569054742532
inferior mastoids,anatomy,15,Left mastoid process,0.8117458547350589
kidneys,anatomy,15,Lobular organ,0.5052011417280173
visualized vertebral arteries,anatomy,15,Vertebral artery,0.8146714774731474
anterior limbs,anatomy,15,Cubital fossa,0.5643998417505618
subfrontal,anatomy,15,Prefrontal cortex,0.6575546513463583
paraspinal soft tissues,anatomy,15,Fasciculus of spinal cord,0.6210883995873866
callosal angle,anatomy,15,Callosal sulcus,0.7202631252822029
visualized orbital regions,anatomy,15,Set of eyes,0.736663414128096
left anterior ethmoid,anatomy,15,Left ethmoidal sinus,0.8827443590046519
enteric tubes,anatomy,15,Pharyngotympanic tube,0.604608700469373
right anterior ethmoid,anatomy,15,Right ethmoidal sinus,0.894811071784525
intraconal fat,anatomy,15,Fat body,0.6278997214662669
sub insular,anatomy,15,Left insula,0.4867874039605504
adjacent fourth ventricle,anatomy,15,Fourth ventricle,0.9448963074268659
left subinsular region,anatomy,15,Left retrobulbar space,0.6339995152479779
left cerebellar tentorium,anatomy,15,Tentorium cerebelli,0.7785448949704198
left lobe,anatomy,15,Left parietal lobe,0.65128548375874
subdural spaces,anatomy,15,Subdural space,0.9856376449328386
disc,anatomy,15,Cribriform plate,0.5950509052254169
left insular region,anatomy,15,Left insula,0.7607016838223429
posterior calvarium,anatomy,15,Calvarium,0.8549232300891991
transverse sinus,anatomy,15,Transverse sinus,0.997465291838453
vermian,anatomy,15,Vermis of cerebellum,0.6648513190238531
epidural space,anatomy,15,Spinal epidural space,0.975746440789432
lateral left temporal lobe,anatomy,15,Left temporal lobe,0.9171477694964515
left calvarial,anatomy,15,Calvarium,0.7667227469683391
anterior middle cranial fossa,anatomy,15,Infratemporal fossa,0.7634421584075659
musculoskeletal,anatomy,15,Musculature,0.5562619013511432
posterior left corona radiata,anatomy,15,Posterior polar zone of lens,0.6127041087046802
cortical sulcation,anatomy,15,Interlobar cerebral sulcus,0.6907181672248791
superior left temporal lobe,anatomy,15,Left temporal lobe,0.9332253368529982
cavernous internal carotid artery's,anatomy,15,Cavernous branch of internal carotid artery,0.9424611366629766
high left frontoparietal region,anatomy,15,Left frontal lobe,0.6668514857096342
right tympanic membrane,anatomy,15,Right tympanic membrane,0.9835506402659644
cerebral hemispheric deep white matter,anatomy,15,White matter of telencephalon,0.8011665579934132
eac,anatomy,15,Ear,0.581528000329068
posterior right lateral ventricle,anatomy,15,Right lateral ventricle,0.9146590620337437
right aspect of the pons,anatomy,15,Right side of brainstem,0.8071141936185613
midline septum,anatomy,15,Zone of continuity,0.613940322818962
left parietal skull,anatomy,15,Left parietal bone,0.9141099111348231
mesial temporal,anatomy,15,Middle temporal gyrus,0.729786996344216
superior left cerebellum,anatomy,15,Left hemisphere of cerebellum,0.8827606471765631
left frontotemporal parietal,anatomy,15,Left parietal part of head,0.7330426927028562
dural venous sinus,anatomy,15,Dural venous sinus,0.9893195480106781
basal cistern,anatomy,14,Superior cistern,0.8102386879280529
left posterior ethmoid air cell,anatomy,14,Left posterior ethmoidal cell,0.942328987680565
high left frontal region,anatomy,14,Left side of frontal bone,0.7580432849777209
left mastoid region,anatomy,14,Left mastoid part of head,0.9542003000442812
axial plane,anatomy,14,Longitudinal fissure,0.5067546334864078
cavernous carotid artery regions,anatomy,14,Cavernous branch of internal carotid artery,0.8779149805336642
anterior frontal region,anatomy,14,Frontal part of head,0.8469343311076883
venous structures,anatomy,14,Subdivision of superior systemic venous tree,0.6759357066262859
epitympanum,anatomy,14,Middle ear,0.8119787086172973
posterior interhemispheric fissure,anatomy,14,Cerebrocerebellar fissure,0.7874594927296907
lateral orbital wall,anatomy,14,Lateral wall of orbit,0.9072515546676109
left parietooccipital region,anatomy,14,Left parietal zone of scalp,0.7431933411812479
skull base vasculature,anatomy,14,Vasculature of brain,0.842020524978051
skull vertex,anatomy,14,Skull,0.8030843610334442
craniotomy bone flap,anatomy,14,Bone of skull bone,0.5955351703880692
anterior ethmoids,anatomy,14,Ethmoid,0.9238068970567396
underlying white matter,anatomy,14,Segment of white matter of neuraxis,0.8660909643220283
anterior right centrum semiovale,anatomy,14,Right arcuate eminence,0.6710385795577862
right superior frontal,anatomy,14,Right side of frontal bone,0.8645256280415796
right temporal parietal region,anatomy,14,Right temporal part of head,0.8275841572796641
right side of the tentorium,anatomy,14,Right temporal fossa,0.6650281515699714
mastoid air cells sinuses,anatomy,14,Mastoid air cell,0.8655176769675778
mid left frontal lobe,anatomy,14,Left frontal lobe,0.8988725493367414
left occipital calvarium,anatomy,14,Left lateral part of occipital bone,0.8174292108682742
medial right thalamus,anatomy,14,Right thalamus,0.9226939639716343
right lower lobe,anatomy,14,Right paracentral lobule,0.5273550227025648
inferior right cerebellar,anatomy,14,Right hemisphere of cerebellum,0.8230950382938564
right mca m1 segment,anatomy,14,Right middle cerebral artery,0.6153138563628291
posterior left thalamus,anatomy,14,Left thalamus,0.9405077239885686
posterior right cerebellum,anatomy,14,Right hemisphere of cerebellum,0.8958032528369994
right lateral frontal lobe,anatomy,14,Right frontal lobe,0.9499516130742587
anterior limb of the right external capsule,anatomy,14,Capsule of right lens,0.7111048747842192
posterior margin,anatomy,14,Supra-orbital margin,0.6727400049406391
subjacent sulci,anatomy,14,Central sulcus,0.7966263910598398
parieto-occipital region,anatomy,14,Occipital part of head,0.7905097380587449
intracranial blood pool,anatomy,14,Cavity of brain,0.7520581268106366
bilateral parietal lobe,anatomy,14,Left parietal lobe,0.8827403972530635
adrenals,anatomy,14,Organ component gland,0.5866330104674904
right lateral ventricular,anatomy,14,Right lateral ventricle,0.9358044095678177
left sphenoid air cell,anatomy,14,Left anterior ethmoidal cell,0.8138946399548042
left lateral basal ganglia,anatomy,14,Left thalamus,0.7256081919704425
eustachian tube,anatomy,14,Pharyngotympanic tube,0.8679118978033514
urinary bladder,anatomy,14,Organ with organ cavity,0.43371111309259214
hippocampus,anatomy,14,Hippocampal sulcus,0.808809079186462
right brainstem,anatomy,14,Right side of brainstem,0.930963228938641
subcortical periventricular deep white matter,anatomy,14,White matter of metencephalon,0.7285040588200073
right sigmoid sinus,anatomy,14,Right sigmoid sinus,1.0
both internal capsules,anatomy,14,Capsule of left lens,0.7605223355178535
right temporal parietal lobe,anatomy,14,Right temporal lobe,0.9215510355358733
right-to-left midline,anatomy,14,Midline region of external nose,0.47144852986434005
occipital horns of lateral ventricles,anatomy,14,Occipital horn of lateral ventricle,0.9272244615226649
right kidney,anatomy,14,Right retina,0.4896355289124892
left-sided ethmoid air cells,anatomy,14,Left posterior ethmoidal cell,0.8572480594624791
region of the third ventricle,anatomy,14,Third ventricle,0.8858964427039112
left anterior basal ganglia,anatomy,14,Left thalamus,0.7185863115947405
left deep gray matter nuclei,anatomy,14,Gray matter of left substantia nigra,0.7242266102677951
right posterior ethmoid air cell,anatomy,14,Right posterior ethmoidal cell,0.9489855670886024
right carotid siphon,anatomy,14,Right carotid siphon,0.9939509531587726
upper pons,anatomy,14,Pons,0.8499696342706528
anterior to the right frontal lobe,anatomy,14,Right frontal lobe,0.8848679960617429
left parotid,anatomy,14,Left parotid gland,0.912283874818585
cervical vertebral bodies,anatomy,14,Cervical branch of vertebral artery,0.610239102571291
cervical vertebrae,anatomy,14,Axial skeletal system,0.6900222355924329
posterior arch c1,anatomy,14,Posteromedial central branch of posterior communicating artery,0.6158291017627453
posterior left scalp,anatomy,14,Left occipital zone of scalp,0.8463941747966182
cardiomediastinal silhouette,anatomy,14,Pigmented layer of retina,0.4574859879437443
occipital skull,anatomy,14,Occipital bone,0.9223108113001636
inferior left cerebellar,anatomy,14,Left hemisphere of cerebellum,0.7911048583627812
left carotid terminus,anatomy,14,Left carotid siphon,0.7568448012476797
dural margin of the left vertebral artery,anatomy,14,Meningeal branch of left vertebral artery,0.7332238727453412
right cerebellar tentorium,anatomy,14,Tentorium cerebelli,0.8059535120352455
right paranasal sinuses,anatomy,14,Right maxillary sinus,0.8827967254553565
bilateral inferior frontal,anatomy,14,Left frontalis,0.7252547529189123
left iac,anatomy,14,Left anterior cerebral artery,0.680491695785582
left temporal parietal region,anatomy,14,Left temporal part of head,0.8134446004922947
colon,anatomy,14,Vein of foramen cecum,0.4486850974908826
claustrum,anatomy,14,Precuneus,0.5798777492984063
stapes,anatomy,14,Stapes,0.9997158489414147
bilateral sphenoid sinus,anatomy,14,Right sphenoidal sinus,0.88623750031704
high left parietal,anatomy,14,Left parietal part of head,0.7092849417577107
right parietooccipital lobe,anatomy,14,Right occipital lobe,0.8854862314872487
hypopharynx,anatomy,14,Velopharynx,0.8248113260916735
subjacent ventricle,anatomy,14,Cerebral ventricle,0.7191920028108084
quadrigeminal cistern,anatomy,14,Interpeduncular cistern,0.8287533101134719
supraclinoid carotid arteries,anatomy,14,Subdivision of common carotid artery,0.7973488971762818
left tentorial leaflet,anatomy,14,Temporal horn of left lateral ventricle,0.5790408207988785
posterior body of the right lateral ventricle,anatomy,14,Body of right lateral ventricle,0.8862498344139563
right deep white matter,anatomy,14,White matter of right cerebral hemisphere,0.8303591440205131
left insular ribbon,anatomy,14,Left central insular sulcus,0.6237498079092623
posterior skull,anatomy,14,Neurocranium,0.8238258127718414
right anterior ethmoid air cell,anatomy,14,Right anterior ethmoidal cell,0.9257181863837816
surface of the brain,anatomy,14,Cerebral hemisphere,0.724842316348744
base of the left maxillary sinus,anatomy,14,Left maxillary sinus,0.8173144771218676
lacrimal gland,anatomy,14,Lacrimal gland,0.9981976031528662
c5,anatomy,14,Trunk of deep cervical vein,0.5655503148898464
left side of the forehead,anatomy,14,Left side of frontal bone,0.773701534193672
frontal cortex,anatomy,14,Cortex of frontal lobe,0.9445121867069213
left aspect of the pons,anatomy,14,Gray matter of pons,0.6999245528590248
left anterior ethmoid air cell,anatomy,13,Left anterior ethmoidal cell,0.9243307691408365
high convexity,anatomy,13,Angle of mouth,0.5867386529143723
bilateral internal carotid arteries,anatomy,13,Left internal carotid artery,0.9067599148510259
left lateral temporal lobe,anatomy,13,Left temporal lobe,0.9308397169347709
anterior falcine,anatomy,13,Frontal zone of longitudinal fissure,0.6888626257507864
carina,anatomy,13,Epiglottis,0.5278777117711211
vertex of the skull,anatomy,13,Subdivision of skull,0.782589021695273
cervicomedullary junction,anatomy,13,Posterior commissure,0.613048343303199
dentate nucleus,anatomy,13,Sublentiform nucleus,0.6906483874887542
left posterior parietal cortex,anatomy,13,Cortex of left parietal lobe,0.8515713843311055
catheter tip,anatomy,13,Carotid siphon,0.45112803184131756
choroid,anatomy,13,Choroid,0.9977419229148585
right maxillary region,anatomy,13,Right maxilla,0.8918337060921125
splenium,anatomy,13,Splenial artery,0.5221263892643753
right anterior convexity,anatomy,13,Right angle of mouth,0.6151428427938963
left inferior cerebellar hemisphere,anatomy,13,Left hemisphere of cerebellum,0.8654564687925294
blood products,anatomy,13,Portion of vitreous humor,0.335128032488468
anterior ethmoid air cell,anatomy,13,Left anterior ethmoidal cell,0.8622178927770738
left subinsular white matter,anatomy,13,White matter of left cerebral hemisphere,0.7403800683690483
lateral left frontal lobe,anatomy,13,Left frontal lobe,0.921668509706309
right caudate nucleus head,anatomy,13,Gray matter of right precuneus,0.5826029718986506
anterior left lentiform nucleus,anatomy,13,Nucleus of left lens,0.7393215500223402
posterior nasal cavity,anatomy,13,Nasal cavity,0.915287135278288
right posterior frontal cortex,anatomy,13,Right frontal lobe,0.886690235587417
occipital cortex,anatomy,13,Cortex of occipital lobe,0.9310480640814861
left quadrigeminal plate cistern,anatomy,13,Lateral cerebellomedullary cistern,0.6922706410299472
left lung,anatomy,13,Left paracentral lobule,0.4759115737584658
inferior margin,anatomy,13,Supra-orbital margin,0.7042029610681956
right-sided ethmoid air cells,anatomy,13,Right posterior ethmoidal cell,0.8525384144712249
right lens,anatomy,13,Right lens,0.9986967385388523
left vertex scalp,anatomy,13,Scalp,0.8116017639747172
anterior nasal septum,anatomy,13,Nasal septum,0.9359390143575244
left half of the sphenoid sinus,anatomy,13,Left sphenoidal sinus,0.9231945244104526
superior margin,anatomy,13,Supra-orbital margin,0.764127161544755
left frontal lobes,anatomy,13,Left frontal lobe,0.9862232439947847
adjacent lateral ventricle,anatomy,13,Lateral ventricle,0.9439186797679644
visualized facial bones,anatomy,13,Bone of skull bone,0.60539845667165
occipital bones,anatomy,13,Occipital bone,0.9691448283429986
supratentorial region,anatomy,13,Oral mucosa of hard palate,0.877413731849479
posterior left frontal region,anatomy,13,Left frontal pole,0.8141755421634982
left lateral ventricle frontal horn,anatomy,13,Frontal horn of left lateral ventricle,0.9502142272590688
frontal sulci,anatomy,13,Superior frontal sulcus,0.8924104894224589
right mca bifurcation,anatomy,13,Right middle cerebral artery,0.6433068290401188
lung bases,anatomy,13,Lobule,0.49714113769182344
temporoparietal,anatomy,13,Temporoparietalis,0.7155028635336741
cerebral hemispheric,anatomy,13,Cerebral hemisphere,0.797606133527841
chest,anatomy,13,Content of superior mediastinum,0.607388954146093
right inferior basal ganglia,anatomy,13,Right thalamus,0.706371900798099
negative skull,anatomy,13,Skull,0.689498799437874
body,anatomy,13,Cardinal body part,0.7018557712750381
supraclinoid internal carotid arteries,anatomy,13,Internal carotid artery,0.8516653178115903
right extra-axial space,anatomy,13,Subarachnoid space,0.6332682750648905
retrocerebellar,anatomy,13,Occipital lobe,0.6093866583319035
anterior left parietal lobe,anatomy,13,Left parietal lobe,0.9052861247828885
superior right maxillary antrum,anatomy,13,Right maxillary sinus,0.8770783851977035
posterior right sphenoid sinus,anatomy,13,Right sphenoidal sinus,0.9309264921362647
carotic siphons,anatomy,13,Carotid siphon,0.6462636063230097
midline intracranial structures,anatomy,13,Cerebral crus,0.6523011865345798
frontal and parietal lobes,anatomy,13,Frontal lobe,0.8781249896467559
periphery of the basal ganglia,anatomy,13,Sublentiform nucleus,0.7050812648858049
vertebrobasilar arteries,anatomy,13,Vertebral artery,0.879828609001071
periventricular region,anatomy,13,Cerebral part of head,0.7401277190326618
left ambient cistern,anatomy,13,Superior cistern,0.8442959736086106
bilateral occipital horns,anatomy,13,Occipital protuberance,0.6752753707750482
ossicular chain,anatomy,13,Set of auditory ossicles,0.8509236574019888
intracranial compartment,anatomy,13,Cranial compartment,0.9073547944053305
craniectomy,anatomy,13,Bone of skull bone,0.5931251397020757
right parietal occipital region,anatomy,13,Right occipital lobe,0.8422011860410294
left kidney,anatomy,13,Left retina,0.4774504339692147
mastoid regions,anatomy,13,Mastoid part of head,0.9013536842661474
adenoids,anatomy,13,Palatine tonsil,0.8314309126033805
left m1 segment,anatomy,13,Muscular branch of left vertebral artery,0.535268415426197
frontal periventricular white matter,anatomy,13,White matter of frontal lobe,0.8172764559242437
suprasellar cisterns,anatomy,13,Basal cistern,0.8122307029732896
bilateral cerebellar hemisphere,anatomy,13,Right hemisphere of cerebellum,0.8656935372515792
cerebral hemisphere,anatomy,13,Cerebral hemisphere,0.9982172549599824
middle ear ossicles,anatomy,13,Skeletal system of middle ear,0.8754801897995689
central pontine,anatomy,13,Pontine tegmentum,0.8067207067514255
posteromedial temporal lobe,anatomy,13,Temporal lobe,0.85432945163362
posterior c1 arch,anatomy,13,Cervical part of vertebral artery,0.6446586669502102
posterior left cerebellum,anatomy,13,Left hemisphere of cerebellum,0.8655360795702409
anterior and posterior circulation,anatomy,13,Vasculature of eye,0.6720753264851007
cord plexus,anatomy,13,Portion of neural tissue,0.6289949228848173
anterior recess of the third ventricle,anatomy,13,Cavity of third ventricle,0.8503241428994844
inferior rectus muscle,anatomy,13,Extra-ocular muscle,0.7071535187264352
postseptal,anatomy,13,Pretectal region,0.5237189516925161
anterior left lateral ventricle,anatomy,13,Left lateral ventricle,0.9105126927634083
inner ear,anatomy,13,Bony labyrinth,0.88550917804634
pelvic,anatomy,13,Organ cluster,0.5496791324571023
right carotid siphon region,anatomy,13,Right carotid siphon,0.8736832555641598
prussak space,anatomy,13,Mucosa of malleus,0.6997574681491264
lateral margin,anatomy,13,Supra-orbital margin,0.6709673161975943
lateral frontal lobe,anatomy,13,Frontal lobe,0.9336067578659724
subdural hematoma,anatomy,13,Subdural space,0.5730048736738607
anterior limbs of the internal capsules,anatomy,13,Capsule of anterior lens,0.6915209632544166
anterior aspect of the left middle cranial fossa,anatomy,13,Left infratemporal fossa,0.7240280073854857
lentiform,anatomy,13,Lens,0.6496303341424161
right posterior parietal calvarium,anatomy,13,Right parietal bone,0.7891722608661923
right occipital cortical,anatomy,13,Cortex of right occipital lobe,0.9032859199840911
left convexities,anatomy,13,Angle of mouth,0.597464589385019
frontal horn of the lateral ventricle,anatomy,13,Frontal horn of lateral ventricle,0.9571948889449992
central canal,anatomy,13,Medulla part of central canal,0.8015287884854965
carotid bifurcations,anatomy,13,Segment of common carotid artery,0.7453173341656715
central sulcus,anatomy,13,Central sulcus,0.9994653477104394
left sigmoid sinus,anatomy,13,Left sigmoid sinus,0.9963889194858945
anterior left basal ganglia,anatomy,13,Left insula,0.6943033145179908
lateral basal ganglia,anatomy,13,Sublentiform nucleus,0.678224856297229
mid right frontal lobe,anatomy,13,Right frontal lobe,0.922266208588486
nasal turbinates,anatomy,13,Nasal bone,0.7532217771284396
posterior left temporal,anatomy,13,Left temporal part of head,0.8671938374652277
anterior insula,anatomy,12,Left insula,0.8937583693734044
left sphenoid sinus region,anatomy,12,Left sphenoidal sinus,0.9620588892509166
inner table of the calvarium,anatomy,12,Calvarium,0.6674072849347598
gyral,anatomy,12,Habenula,0.5335176879223368
distal tip,anatomy,12,Tip of nose,0.6216933179208369
cortical gray matter,anatomy,12,Subcortical gray matter,0.8772312277420303
left superior orbital rim,anatomy,12,Medial wall of left orbit,0.814622357309021
frontal convexity,anatomy,12,Frontal crest,0.7573000714954216
anterior ethmoid sinus,anatomy,12,Anterior ethmoidal sinus,0.9840187659235287
medial wall of the right maxillary sinus,anatomy,12,Right maxillary sinus,0.806174021333129
encephalomalacia,anatomy,12,Brain,0.5147583883778181
right lateral thalamus,anatomy,12,Right thalamus,0.9294942141624856
bifrontal cortical,anatomy,12,Prefrontal cortex,0.8316318418864533
anterior to the left frontal lobe,anatomy,12,Left frontal lobe,0.8501842706102101
right m1 segment,anatomy,12,Right temporoparietalis,0.5323424174702408
left frontal temporal lobe,anatomy,12,Left temporal lobe,0.9044986174864507
right holohemispheric,anatomy,12,Right central retinal artery,0.45612815795126793
right extra-axial,anatomy,12,Anterior branch of right posterior spinal artery,0.5673719400880749
left anterior thalamus,anatomy,12,Left thalamus,0.9399652045103027
left posterior falx,anatomy,12,Posterior segment of left paracentral lobule,0.6956316558254346
superior right thalamus,anatomy,12,Right thalamus,0.9555242585911589
lesion,anatomy,12,Atypical epithelium,0.5157984172656258
pica territory,anatomy,12,Medullopontine sulcus,0.3608878609605607
right lambdoid suture,anatomy,12,Lambdoid suture,0.8730284992573069
right suboccipital scalp,anatomy,12,Right occipital zone of scalp,0.9036510388601873
right thalamic region,anatomy,12,Right thalamus,0.9284125632445571
nasogastric tube,anatomy,12,Pharyngotympanic tube,0.6578275315649152
left thalamic region,anatomy,12,Left thalamus,0.940385273961243
middle cerebellar peduncle,anatomy,12,Cerebellar peduncle,0.9138999910190815
anterior corpus callosum,anatomy,12,Callosal sulcus,0.7098992504996264
cavum velum interpositum,anatomy,12,Cistern of lamina terminalis,0.5710205116125993
left temporal lobes,anatomy,12,Left temporal lobe,0.9879320778094414
bladder,anatomy,12,Organ with organ cavity,0.40201146469413784
right-sided ethmoid air cell,anatomy,12,Right posterior ethmoidal cell,0.8766565458065729
right ambient cistern,anatomy,12,Superior cistern,0.8322925014905261
anterior to the left temporal lobe,anatomy,12,Cortex of left temporal lobe,0.8492207050683993
left forehead region,anatomy,12,Forehead,0.8221295779724113
right temporal fossa,anatomy,12,Right temporal fossa,0.998384212049485
iac,anatomy,12,Amiculum,0.4471300632731334
pericallosal,anatomy,12,Pericallosal cistern,0.609386719729012
posterior ethmoid,anatomy,12,Ethmoid,0.9473852486377875
left uncus,anatomy,12,Left bony labyrinth,0.6306551424340919
right sphenoid air cell,anatomy,12,Right anterior ethmoidal cell,0.824254442128482
lower cervical spine,anatomy,12,Axial skeletal system,0.6317034550967707
septum cavum pellucidum,anatomy,12,Left half of septum pellucidum,0.7988909953521216
posterior parafalcine,anatomy,12,Posterior commissure,0.5083995014370064
anterior ethmoid sinuses,anatomy,12,Anterior ethmoidal sinus,0.9801351268795534
left cerebellar hemispheres,anatomy,12,Left hemisphere of cerebellum,0.9377106008904287
visualized orbital structures,anatomy,12,Orbital cavity,0.7373936606488681
adjacent skull,anatomy,12,Skull,0.8847845032208442
underlying right cerebral hemisphere,anatomy,12,Right cerebral hemisphere,0.9543881592256368
right anterior limb internal capsule,anatomy,12,Capsule of right lens,0.7034618455804317
left parietal occipital lobe,anatomy,12,Left occipital lobe,0.8791803902718943
right parietal-occipital lobe,anatomy,12,Right occipital lobe,0.8944573470208043
left superior convexity,anatomy,12,Left angle of mouth,0.5790261609466593
extraconal orbital fat,anatomy,12,Orbital fat body,0.808502564923678
right ethmoid sinus cells,anatomy,12,Right anterior ethmoidal cell,0.9058293979869576
right posterior cerebral artery distribution,anatomy,12,Right posterior cerebral artery,0.9511688583607124
left temporal occipital,anatomy,12,Left temporal part of head,0.8528198348337624
right pica,anatomy,12,Right anterior parietal artery,0.6387635136558814
